content,score
puas,5
Bagusss polll aplikasi nyaaa,5
Ok,5
Njis,1
Okey,5
Gilaaa klo hujan walau dikit susah bgt cari driver,1
Baok,5
seneng pake apk ini,5
"Tarif makin mahal. Waktu kirim amat sangat lama, makanan nyampe udah dingin dan berkeringat kena uap 😊 padahal harga makanan juga sudah di markup dibanding harga asli. Udah ongkir naik, biaya kemasan dibebankan, masih ada tagihan biaya aplikasi dan service. Alhamdulillah 😊😊😊",1
Mantap,5
Sebenarnya gojek sangat membantu. Tapi ketika pesan makanan banyak drivernya yang songong.. Jadi malas gitu order makanan dari gojek.. Gak kayak grab drivernya ramah semua. Udah segitu aja. Maaf kalau gua lancang.,2
"Banyakin diskonnya,sama update biar bisa telpon atau chat resto duluan",4
bagus,5
Good..oke,5
Cepat dan terpercaya,5
Sangat bermanfaat sekali,5
Mencari driver nya cepat tapi driver nya yang lelet,1
Kalau hujan driver pada GK mau hadew,1
Baru nyoba kasih bintang empat dulu,4
Sangat membantu,5
Aplikasi yg bagus utk pesan2 makanan. Sip lah!,5
Pembaruannya makin jelek..jadi males make..,5
"jujur, pertahankan.",5
Sangat membantu pada kondisi2 darurat,5
"Aplikasi urakan dalam memasang iklan di aplikasi lain,sangat mengganggu pengguna Handphone.!!! 😤🤬😡",1
Mantap,5
Sangat mengecewakan,1
"minimal kalo buat iklan tombol skip iklan pas selesai ga di kecilin, gue jg pengguna gojek dari lama tp pas tau kyk gitu malahan males pake gojek mnding apk sebelah ono",1
Bagus sekali,5
Lama order gk ada driver payah,1
Mantaaap,5
Nice,5
Mantap,5
Drivernya pada ngemis2 minta tambah ongkos 100% ongkos dpt di 25rb di apk cust eh drivernya minta 60rb,1
"Sangat kecewaaa bgt,, gak bisa cancel makanan...",1
Sangat bermanfaat aplikasi ini,5
Kasih tau buat driver kalian kalu gak niat narik gak usah pada online !!! Giliran ada orderan diayak (pilih2) Giliran sepi ngeluh serasa paling tersakiti .,1
"Gofood regulernya sengaja dilama2in ya,biar konsumen milih yg instan,cari duit kok gitu amat, tracking drivernya juga di ilangin,jadi ga tau driver dimana,lama2 gw uninstall juga nih aplikasi",1
"Aplikasi aneh. Tiba tiba muncul tagihan ongkos tol/parkir dari tahun sebelum2nya, padahal selama ini dipake juga aman aja karena memang udah dibayar. Ga jelas. Stop pakai gojek dan uninstall adl jawaban terbaik.",1
Gak bisa instal,1
Bagus,5
Mantap,5
Malam senin susah banget nyari driver buat gofood,3
mantap,5
Good job,5
"Murah, sopan , aman dan damai... terimakasih",5
Nyaman dan aman,5
Gojek peLayanan.y bagus bangettttt.....suka kasihh promo2 menarikk....,5
Sering drop down sendiri kalau kelamaan milih produk,5
Mantappp,5
Tidak bisa ganti rute,1
Sangat membantu. Makasih gojek 🙏,5
Makanan ok,5
👍👍👍,5
Nyaman,5
mantappp,5
"Pesan makanan + biyaya ongkir = ½ + ½ = 1 😭 Mahal nya ongkir ,laper jadi kenyang",3
Males Banget Deh Driver Sering Telat Nganter Gara Gara Sekarang Systemnya Doubble Order,1
"Gabisa rating resto kalo gak dari notif, masa dari histori pesanan juga gak bisa.",1
mantap 👍,5
Enak sekali puas,5
Sejauh ini selalu puas,5
Terima kasih kepada go-jek,5
Masih aplikasi online terbaik di indonesia,5
Jelek keseringan eror,1
I like this page good,5
"Hapus multi order driver gojek! Customer pesan layanan gosend INSTAN, karna sistem gojek bisa multi order jadi sama aja kayak gosend SAMEDAY kan??? Jadi lama sampainya!",1
Good,5
Kurangin kek mbny,1
Praktis dan banyak diskon. Ongkir murah,5
Terima kasih pelayanan memuaskan driverx jg Ramah,5
"Kebiasaan banget ini gojek tiap bru ujan selalu susah cari driver berkali"" ga dapet"" mana lamaaaaa bangettt ,pdhl ujan aja ga besar"" amat dan ud berenti beginiii !!!! Bagian dapet driver jauhhh",1
"Solusi pling tepat, saat bepergian, belanja , maupun antar barang👍👍👍",5
"Pelayanan jelek, bye saya uninstall",1
Bagus,5
"Saya beberapa kali di marahin sama driver gojek,, aplikasi nya mesen sendiri,, padahal saya ga pegang hp saya ga buka aplikasi nya,, tapi kenapa ko bisa kaya gitu ya,, saya ini udah 3x hapus,, tolong lah kenapa bisa kaya gitu,, saya ga pesen ko ada uang nlpn dari driver trus marah2,, bilang nya saya sudah d lokasi tapi saya ga pesen sama sekali aneh kan,, ujung nya saya uang d marahin udah beberapa kali",3
Memudahkan disaat tak punya banyak waktu.smoga semakin maju semuanya. Salam sejahtera,5
good,5
mantap cepat tepat dan hemat,5
membantu,5
Aplikasi ini sangat membantu saat di butuhkan,5
baik,5
"tolong, adain fitur ga ngomong sama driver car 😭 ngga papa ada biaya tambahan, ngga semua orang mau denger ocehan driver (apalagi ngeluh masalah bbm klo jauh, kita semua tau bbm mahal, ngeluhnya sama pemerintah aja plis) -dari user rating 3,6 LOL",4
Keren,5
Driver nya ramah,5
Dear admin Berkali kali driver reject tidak jadi antar? Apa alasannya? Dan bagaimana saya bisa report drivernya yang tiba tiba cancel? Terima kasih.,1
Siipp,5
Sangat membantu,5
Mantap,5
Terkadang dan sering membuat user nya bahagia dengan promo yang mantap,5
sangat OK,5
"Sering"" kasih promo ya 😄",5
"Ya ampun, mau pesan gojek malah di suruh menunggu 60 menit karena terjadi banyak percobaan login",1
baik..,5
Drivernya pada lelet di aplikasi keterangan sudah sampe resto tp drivernya ngga tahu di mn. Tolong di tegur biar tepat waktu kami para pedagang di rugikan karna minuman sudah mencair karna terlalu lama driver nya datang.,2
like,5
Baik,5
mantap,5
Sangat membantu,5
Pelayanan ok sippp dehhh,5
Ok,5
"kalau semisalnya gocar gabisa tuh jangan diterima coba,udah nunggu hampir sejam gocarnya diem aja ga gerak,udah beberapa kali pesen diterima ga gerak gerak aneh.",3
Bisa tiba2 pembelian sendiri,1
Oke pake gojek cepet yampek. Ok banget.. 👍👍,5
Ok,4
Bagus,5
"Setiap pesen gocar selalu aja dicancel, gak bisa banget diandelin pas lagi urgent.",1
ADAIN MAKANAN RINGAN BUKAN MAKANAN BERAT TOK,4
Mempermudah,5
Sangat praktis dan efektif,4
Mantap,5
ga suka sama apk ini kalo udh pesen suka tbtb di batalkan padahal jarak dekat,2
Dari dulu gak pernah pake aplikasi selain gojek...soalnya nyaman,5
GK BSA pesan Makan padahal rmh di kota bkn di desa,1
Gimana cara buka blokir paylater nya ya? Cicilan dibayar tepat waktu tpi tiba2 diblokir 🙏🏻,4
"Sangat puas ,ga lama ,ramah ,nyaman dan gampang pesannya ..terima kasih",5
"min, tolong dongggg jarak jemputnya jangan jauh², sering kena cancel nihhh, udh tau kitanya buru²!!!",3
Semoga pelayanan kepada konsumen lebih baik lagi,5
16 februari 2025 parah apk eror gw ga bisa pake di stasiun cikoya mau keluar stasiun ga bisa parah gojek,1
Bagus,5
bagusssssss,5
sangat membantu untuk kegiatan sehari',5
"Terbaik dengan promo"" yang selalu menarik 🙏🏻",5
"Kasih harga tuh yang masuk akal, jadi operator jangan serakah terutama di gofood, masa harga langsung ke resto dengan di apk selisihnya jauh banget. Ingat kalian itu cuma perantara jangan ngambil keuntungan yang bukan hak kalian.",1
Lemot,1
"Pelayanan ramah, keamanan & kebersihan ok",5
Ok..membantu,5
Good,4
"ENTAH APA YG SALAH, TAPI SERING TERJADI, DALAM KONDISI SINYAL INET STABIL PUN, APLIKASI INI MAP-NYA TIDAK MENUNJUKKAN PERGERAKAN KENDARAAN YG NYATA. JADI SERING KALI BIKIN MISKOM ANTARA DRIVER DAN PELANGGAN, KRN PELANGGAN MENGIRA DRIVER TDK BERGERAK SAMA SEKALI. BERUJUNG CANCEL. RUGI DI DRIVER, MEREPOTKAN JG DI PELANGGAN KRN HARUS ORDER ULANG.",2
Aplikasi nya curang kami kaseh ongkos mahal 18000 kedrivernya cuma dapet 5000.. kasian sekali para drivernya,2
Ya bagus,5
MaNTaPz,5
Lebih cepat,5
keren,5
Gojek mantap,5
Sekarang sudah bagus,5
Senang,5
gagal trus verifikasi wajahnya,1
Solusi transportasi kerja,5
"sama aplikasi sebelah ternyata ini lebih mahal, padahal saya paket plus bulanan",1
mantap,5
Pokoknya oke deh,5
gak jelaz,1
Selalu jadi andalan,5
Akhirnya... Terbebas dari aplikasi sampah model begini... Percuma punya akun ini.. daftar mitra saja 1 tahun lebih ga ada hasilnya... Najis jadinya punya aplikasi dari perusahaan sampah... Menjijikkan,1
Ok,5
ok,5
Penuh selalu orderan ojol,5
Gak jelas makin kesini makin ke sana Kekurangan nya hanya lah setiap kali order kenapa map mya tidak bergerak sama sekali,1
"Bagus, cocok buat anak introvert yang mls keluar",5
"Good job para ojol pejuang keluarga,selalu berhati hati dalam berkendara dimanapun perjalanan nya",5
"Kenapa mahal bgt si , ga msuk di otak ongkirnya.. Udah jarang ada promo klo mesen gofood sekalinya ada harus pake gopay",5
Aman,5
Good,5
"Good, berguna!",5
Mantap,5
Baik,5
"driver nya ga jelas, muter muter di citra mulu, gua mah nunggu di sodong",1
Gojek makin nggak masuk akal. Gofood kalian makin kesini makin parah. Cuma pesan mie goreng pakai telor. Harganya 37 ribu wkwkwk. Biaya penanganan dan pengiriman maksudnya apa. Kan udah ada ongkir. ?,2
Keren banget bisa menghasilkan,5
bagus sekali,5
Ok,5
Alhamdulillah aplikasi nya bagus dan sangat membantu sekali,5
"tolong yaa untuk aplikasi gojek, yang akurat dong tdi saya pesen goride comfort yang dateng motor biasa sm plat bedaa, mnrut ku bukan masalah aku milih milih tapii ga sesuaaii aja kalo goride biasa sma goride comfort kan beda harga, saya pesan goride comfort karna saya bnyak bawaan dan harus uk kendaraan yang lmyn dr mtr biasa, tolong lebih di perhatikan mungkin bukan saya saja yang punya pengalaman spt ini",1
BS PESEN APA AJAA SUKAKKK,5
Top,5
Bagus,5
"Sangat mntp, biarpun paylater saya di blokir tanpa alasan saya masih menggunakan gojek",5
Memudahkan perjalanan sampai tujuan.. Tdk terlalu mahal...ramah.. Kereen...,5
driver nya baik,5
"sangat membantu dalam semua kebutuhan sehari-hari, promonya juga sangat menarik, serta penggunaan aplikasi nya juga sangat oke 👍",5
"membantu, ada harga ada pelayanan",5
"Bayangkan harga le mjneral tanggung 3k mesan bayar nya 20k... kasi harga yg ngotak doooonk..ini nama nya pemerasan.. Jus 12k udh jual mahal 17k udh untung 5k masih nmbh lgi dengan biaya penanganan 4k,,astagfirullah mkn uang haram kalian ini",1
Good,5
"Good, nice",5
Buruk,1
Jos,5
PELAYANANNYA SEKARANG JELEK BANGET,1
Aplikasi memudahkan dalam hal transaksi dan berpergian ke mana pun,5
bagus,5
Mantap is the best,5
Terbaik,5
Keren,5
Akun udah lama proses gopaylatter aja susah kayak taiik,1
oke,4
Promo kurang,5
Makin kesini kebijakan buat castamer udah kaya kebijakan buat driver selalu di persulit tiap ada masalah,1
Semoga semakin membantu byk org baik sbgai pengguna maupun pekerja nya.. terima kasih,5
good aplikasi,5
Top,5
massa akun ilang karena ganti hp trs udh di masukin akun by trs ada privasi wajah udh malah kagak bisa aduhhhhh,2
Terima kasih,4
"Sangat membantu,",4
"Gopaylater limit naik tapi akun direview, aplikasi gak jelas makanya gak laku hehe",1
"Aplikasinya bagus! Ada promo yang buat jadi lebih murah bagi pengguna baru, jadinya gojek lebih nyaman dan seru",5
"gopay kebanyakan makan biaya admin, astagfirullah,, sabar,, sabar.....",1
Aplikasi yg membantu mobilitas keseharian,5
PARAHH ERROR MULI,3
Mantap,5
"Muncul terus, maaf tapi apk anda sabgan menggagu daya ketika lagih melakukan sesuai memang apk ini bagus tapi saya pusing muncul terus iklan nya,sekian maaf jika ada kata aneh atau semacem nya terimakasih banyak atas perhatian saya harap pesan ini di baca bukan buat menyinggung atau semacem nya",1
Good,5
Sejauh ini transaksi dll aman2 saja.,5
Siiiip,5
Tolong klo kasih promo diskon yang valid jangan berubah 🙏,3
Selalu siap di saat dibutuhkan....dan banyak promonya...,5
order gofood jadi mahal banget,1
"untuk apa fitur Gosend jika gabisa dipakai, tiap kali mau pakai fitur itu selalu di tolak",1
"Gjelass mau tf bank error mlu dibilang ""nomor rekening tidak ada"" palalu no gda",1
Mantap,5
oke,5
Good,5
Baik,5
Mantap,5
"yg saya khawatirkan itu, ketika kita pergi kesuatu tempat, misalnya mall, ehh pulangnya susah banget dan gak di pick-up2....sementara tarif terus di naikkan ! ini nih trik busuk mode tranfortasi online di kita ! pengalaman sering begitu, makanya biarin dah naik motor sendiri aja daripada bingung sendiri,coba kalian bayangin misalnya kalian sama sodara2 kalian anak kalian pergi ke mall, trus gak bisa pulang ! lo fikirin dah disitu.....bangke gak tuh?",1
"Ada pilihan jemput di lobi. Tapi supirnya g ada yg mau ke lobi... Semakin turun rating. Ada pilihan 2 tujuan di aplikasi, tapi saat dibandara juanda katanya tidak bisa 2 tujuan",1
Good.,5
"mantap,,",5
Nice,5
"Banyak promo gofood, suka sekali pake app gojek. Terus banyakin promo gojek",5
Sangat membantu,4
ok,5
Aplikasi yang sangat membantu,5
Terlalu gegabah mengambil keputusan,1
pelayanan tidak ramah hanya karna kesalahan sistem.,1
"gojek ku knp ya, kok ga ada notif muncul kalau keluar dari aplikasi masa harus stay buka aplikasi ga enak banget. Kan setiap pesen makanan paling kan 30menitan masak dalam 30 menit itu harus buka aplikasi gojek terus😓ga ada notif pas di chat driver kan jadi ga tau padahal pengaturan tentang notif sudah saya ijinkan semua kasian drivernya nunggu lama tolong dibantu",2
gojek gjls mesen di cancel mulu map suka ga gerak,1
mantp,5
Kocak susah masuk ribet,1
Gpp mahal dikit yg penting Drivernya pada mau ambil,1
Ok semuanya,5
Teradalah sangat membantu,5
Keren dan cepat,5
cukup oke dan sangat membantu,5
ookkee,5
🥰🥰,5
"Mulai ngga ada promo gede, byee...",1
Driver kurang di Garut,3
lama instal,2
Bagus,5
"halo gopay akun gopay saya terkena masalah aktivitas tidak wajar, dengan aku kylassmy, tolong diperbaiki",5
Ga membantu disaat membutuhkan,1
"Mohon ditambahkan menu konfirmasi pesanan / orderan, krn sering tidak sengaja tersentuh menu ""memesan"", dan sdh tdk boleh dicancel",1
Kerennnn,5
Driver nya kalou hujan kebanyakan gak bisa .keburu toko tutup udah berkali kali tetep gak nyaut,1
Karena saya driver gojek. Nya wkwkwkek,5
Saya pengguna gojek . Dan pengguna pinjamanan di gopinjam. Setelah tagihan sy lunas dan sy secara baik melakukan pembayaran dgn baik. Setelah lunas. Pengajuan pinjaman ditolak. Pertanyaannya. Apa tidak ada penilaian pd pengguna gopinjam . Kenapa pinjaman ditolak dgn riwayat yg baika,5
Sangat puas,5
Ga ada obat,5
Good job,5
ish trauma saya sama abang gojek nya marah marah gitu sampe sekarang masih trauma dan inget bangett ☹️,1
Jos,5
ramah,5
sangat sangat membatu perjalan ku,5
Berguna,4
"jujur ak udh pake gojek ini 3thnan, tapi kenapa ya tbtb gojek ak tuh kalo buka chat dari si driver nya ga bisa mulu, malah ngulang lg dari beranda hp ku, dan ini udah berulang"" kali, hal ini tentunya menyusahkan ku bgt ya karena kalo ada apa apa dengan driver kita gabisa komunikasi gitu.",2
Ok banget...,5
Memudahkan,5
layanan memuaskan,5
"Gda gratis ongkirnya masak, harga 20rb jd 54😫😫",1
Oke oke,5
bnyak promo sukaaa ✌️🤩,5
sangat bermanfaat,5
Sekrang gojek pesanan nya lama datang nya,1
Sempurna,5
"sya trauma pake gojek, sya pesen gojek trs saya cancel krn hbis lomba ternyata blm boleh pulang krn eval, langsung sy cancel cepet cepet, ternyats ojolnya pas pulang nunggu saya di depan buat ngata ngatain saya",1
Ok,5
Bagus,5
"apa ini aplikasi suka ancam-ancam customer nya, belum sebulan baru berapa hari juga telat sudah ancam-ancam customer, saldo gopay saya hilang tdk bisa complain,makin bobrok gojek, mitra kerja nya saja tidak dipedulikan apalagi customer nya di acuhkan complain",1
Penyelesaian masalahnya kurang bagus,2
All the best,5
Bagus sekali pelayanan nya,5
Sangat membantu😊,5
Oke lah. Terus menjadi baik dalam aplikasi,5
tidak bisa membuka aplikasi ini,1
Klo perusahaan udah gak sanggup jangan adakan payleter sedangkan saya pakai gak pernah telat bayar ini payleter di blok tutup aja,1
Cukup memuaskan,4
Good,5
Aplikasi pemakan hak jerih payah dari para driver,1
Enak sih cepat pelayanan,5
pas buat yg kepepet gak bawa kendaraan sendiri.. alternatif termurah.,5
Bagusss bnget sama membantu mempermudah segala urusan,5
Enjoyyyyyyy,5
Aplikasi yg mudah tapi cara mengetiknya sulit dan loading terus harga terjangkau jarak jauh dekatnya,5
Tetap jaga kepercayaan para pelanggan di mana pun berada. Karena menjaga kepercayaan itu paling susah serta kenyamanan dan keamanan juga jangan lupa di perhatikan oleh gojek.,5
bagus bnget.abang nya ramah²,4
Murah dan aman,5
"Makin kesini makin aneh aja, pesen gosend instan tapi driver bisa kirim paket lain dlu🤦",1
Mantap,5
Siipp...,5
Bedanya goshopp&gosend?,5
Susah kalau ganti hp masuk kembali ke gojek... Bagaimana cara nya ?,5
terimakasih sangat membantu bagi saya yang ngga bisa bawa motor,5
Apk GK guna,1
Banyakin diskon promo voucher lagi dong 😅,5
Joss semoga banyak promo2 sangat membantu,5
Buruk sekali driver pada gx mau order,1
Aplikasi nya ngebantu banyak persoalan aku kalau pakai gojek sat set pokoknya,5
Seneng menggunakan aplikasi gojek harga murah dan dpt voucher trimakasih gojek sukses selalu,5
Ok,5
Mantaff,5
Oke teman setia,5
Oke,5
Aplikasi keren,4
Ini klo ada bintang 0 saya kasih bintang 0. Untuk gopaylater yg super ngaco. Masa tiba² tagihan jadi banyak?????? Beda sm tagihan yg muncul di aplikasi. Dr 187rb dibilang 330rb ama cs nya.,1
sangat membantu..oke banget,5
Mantap,5
Ok,5
Ok,5
Kasian drivernya,5
Good.,5
keamanan mengemudi OK kebersihan OK waktu penjemputan OK pemilihan rute OK sikap driver OK,5
Mantap,5
Good job,5
"Sangat membantu dlm pengiriman barang, Pardi 2017",4
Permudah paylater nya,5
Awesome,5
Lebih mudah apalagi ada gopay,5
Tidak pernah telat akun bisa di bekukan dan tidak dapat lagi memakai gopaylater ataupun gopinjam haduh,1
Mantapp potongan ongkirnya keren,5
mantepss,5
Trimakasih,5
Mantap,5
Cepat dan terpercaya,5
driver pilih pilih pesanan yang diambil. fix kecewa.,1
Good job... Habisz pokok nya....,5
Best pokoknya,5
banyak diskon dan promo nya,5
Ok,5
Tolong kepada pihak gojek akun baru dibuat dan baru selesai mesan dan diantar oleh Driver pas mau mesan gosend tiba-tiba ada bacaan akun saya dibekukan karena melanggar ketentuan gojek.padahal saya tdk ada melanggar ketentuan gojek Memang dasar aneh gojek ini jadi nyesal saya pakai gojek baru Makai tp dapat perilaku buruk begini dari pihak gojek.kl ada bintang nol bakalan ku kasih nih gojek,1
sangat membantu saya sekali dlm belanja.kirm barang.pesen barang mudah..sudah tu ongkirnya murah .n gx ribet....sukses trs GOJEK INDONESIAKU LIKE FULL,3
Sangat membantu,5
"Sangat membantu, kalo pake aplikasi ini mempermudah kita",5
Sippp,5
Bagus dan ramah² smoga akan lbh baik lagi kedepannya,5
Mantul.,5
"kenapa sekarang2 malah sering error, lemot padahal jaringan bagus🥲",2
Sangat amat membantu sekali!,5
"Halo, ini aplikasinya lumayan bagus tapi biasanya aku kok ga dapet driver yah? Biasanya juga drivernya keluar jalur.",4
pelayan baik pengemudi ramah,5
"Top up gak masuk.. sudah update aplikasi juga,tulisannya gak ada internet trus padahal ada",2
👍,4
Oke Bagus.,5
Mantap,5
👍🏻,4
Sangat membantu,5
Kalau gerimis atau sesudah hujan reda susah mendapatkan driver,1
